ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
579,"A12",36.000000,"A34","A40",2820.000000,"A61","A72",4,"A91","A101",4,"A123",27.000000,"A143","A152",2,"A173","A191","A201",2
580,"A14",24.000000,"A32","A48",937.000000,"A61","A72",4,"A94","A101",3,"A123",27.000000,"A143","A152",2,"A172","A191","A201",1
581,"A12",18.000000,"A34","A40",1056.000000,"A61","A75",3,"A93","A103",3,"A121",30.000000,"A141","A152",2,"A173","A191","A201",2
582,"A12",12.000000,"A34","A40",3124.000000,"A61","A72",1,"A93","A101",3,"A121",49.000000,"A141","A152",2,"A172","A191","A201",1
583,"A14",9.000000,"A32","A42",1388.000000,"A61","A73",4,"A92","A101",2,"A121",26.000000,"A143","A151",1,"A173","A191","A201",1
584,"A12",36.000000,"A32","A45",2384.000000,"A61","A72",4,"A93","A101",1,"A124",33.000000,"A143","A151",1,"A172","A191","A201",2
585,"A14",12.000000,"A32","A40",2133.000000,"A65","A75",4,"A92","A101",4,"A124",52.000000,"A143","A153",1,"A174","A192","A201",1
586,"A11",18.000000,"A32","A42",2039.000000,"A61","A73",1,"A92","A101",4,"A121",20.000000,"A141","A151",1,"A173","A191","A201",2
587,"A11",9.000000,"A34","A40",2799.000000,"A61","A73",2,"A93","A101",2,"A121",36.000000,"A143","A151",2,"A173","A191","A201",1
588,"A11",12.000000,"A32","A42",1289.000000,"A61","A73",4,"A93","A103",1,"A122",21.000000,"A143","A152",1,"A172","A191","A201",1
589,"A11",18.000000,"A32","A44",1217.000000,"A61","A73",4,"A94","A101",3,"A121",47.000000,"A143","A152",1,"A172","A192","A201",2
590,"A11",12.000000,"A34","A42",2246.000000,"A61","A75",3,"A93","A101",3,"A122",60.000000,"A143","A152",2,"A173","A191","A201",2
591,"A11",12.000000,"A34","A43",385.000000,"A61","A74",4,"A92","A101",3,"A121",58.000000,"A143","A152",4,"A172","A192","A201",1
592,"A12",24.000000,"A33","A40",1965.000000,"A65","A73",4,"A92","A101",4,"A123",42.000000,"A143","A151",2,"A173","A192","A201",1
593,"A14",21.000000,"A32","A49",1572.000000,"A64","A75",4,"A92","A101",4,"A121",36.000000,"A141","A152",1,"A172","A191","A201",1
594,"A12",24.000000,"A32","A40",2718.000000,"A61","A73",3,"A92","A101",4,"A122",20.000000,"A143","A151",1,"A172","A192","A201",2
595,"A11",24.000000,"A31","A410",1358.000000,"A65","A75",4,"A93","A101",3,"A123",40.000000,"A142","A152",1,"A174","A192","A201",2
596,"A12",6.000000,"A31","A40",931.000000,"A62","A72",1,"A92","A101",1,"A122",32.000000,"A142","A152",1,"A172","A191","A201",2
597,"A11",24.000000,"A32","A40",1442.000000,"A61","A74",4,"A92","A101",4,"A123",23.000000,"A143","A151",2,"A173","A191","A201",2
598,"A12",24.000000,"A30","A49",4241.000000,"A61","A73",1,"A93","A101",4,"A121",36.000000,"A143","A152",3,"A172","A192","A201",2
599,"A14",18.000000,"A34","A40",2775.000000,"A61","A74",2,"A93","A101",2,"A122",31.000000,"A141","A152",2,"A173","A191","A201",2
600,"A14",24.000000,"A33","A49",3863.000000,"A61","A73",1,"A93","A101",2,"A124",32.000000,"A143","A153",1,"A173","A191","A201",1
601,"A12",7.000000,"A32","A43",2329.000000,"A61","A72",1,"A92","A103",1,"A121",45.000000,"A143","A152",1,"A173","A191","A201",1
602,"A12",9.000000,"A32","A42",918.000000,"A61","A73",4,"A92","A101",1,"A122",30.000000,"A143","A152",1,"A173","A191","A201",2
603,"A12",24.000000,"A31","A46",1837.000000,"A61","A74",4,"A92","A101",4,"A124",34.000000,"A141","A153",1,"A172","A191","A201",2
604,"A14",36.000000,"A32","A42",3349.000000,"A61","A73",4,"A92","A101",2,"A123",28.000000,"A143","A152",1,"A174","A192","A201",2
605,"A13",10.000000,"A32","A42",1275.000000,"A61","A72",4,"A92","A101",2,"A122",23.000000,"A143","A152",1,"A173","A191","A201",1
606,"A11",24.000000,"A31","A42",2828.000000,"A63","A73",4,"A93","A101",4,"A121",22.000000,"A142","A152",1,"A173","A192","A201",1
607,"A14",24.000000,"A34","A49",4526.000000,"A61","A73",3,"A93","A101",2,"A121",64.500000,"A143","A152",1,"A174","A192","A201",1
608,"A12",36.000000,"A32","A43",2671.000000,"A62","A73",4,"A92","A102",4,"A124",50.000000,"A143","A153",1,"A173","A191","A201",2
609,"A14",18.000000,"A32","A43",2051.000000,"A61","A72",4,"A93","A101",1,"A121",33.000000,"A143","A152",1,"A173","A191","A201",1
610,"A14",15.000000,"A32","A41",1300.000000,"A65","A75",4,"A93","A101",4,"A124",45.000000,"A141","A153",1,"A173","A191","A201",1
611,"A11",12.000000,"A32","A44",741.000000,"A62","A71",4,"A92","A101",3,"A122",22.000000,"A143","A152",1,"A173","A191","A201",2
612,"A13",10.000000,"A32","A40",1240.000000,"A62","A75",1,"A92","A101",4,"A124",48.000000,"A143","A153",1,"A172","A191","A201",2
613,"A11",21.000000,"A32","A43",3357.000000,"A64","A72",4,"A92","A101",2,"A123",29.000000,"A141","A152",1,"A173","A191","A201",1
614,"A11",24.000000,"A31","A41",3632.000000,"A61","A73",1,"A92","A103",4,"A123",22.000000,"A141","A151",1,"A173","A191","A202",1
615,"A14",18.000000,"A33","A42",1808.000000,"A61","A74",4,"A92","A101",1,"A121",22.000000,"A143","A152",1,"A173","A191","A201",2
616,"A12",42.000000,"A30","A49",7883.750000,"A65","A73",2,"A93","A101",2,"A123",48.000000,"A141","A152",1,"A174","A192","A201",1
617,"A12",42.000000,"A33","A43",7883.750000,"A65","A73",2,"A93","A101",2,"A124",27.000000,"A143","A153",1,"A174","A191","A201",1
618,"A11",6.000000,"A34","A40",3676.000000,"A61","A73",1,"A93","A101",3,"A121",37.000000,"A143","A151",3,"A173","A191","A201",1
619,"A12",30.000000,"A32","A42",3441.000000,"A62","A73",2,"A92","A102",4,"A123",21.000000,"A143","A151",1,"A173","A191","A201",2
620,"A14",12.000000,"A32","A40",640.000000,"A61","A73",4,"A91","A101",2,"A121",49.000000,"A143","A152",1,"A172","A191","A201",1
621,"A12",21.000000,"A34","A49",3652.000000,"A61","A74",2,"A93","A101",3,"A122",27.000000,"A143","A152",2,"A173","A191","A201",1
622,"A14",18.000000,"A34","A40",1530.000000,"A61","A73",3,"A93","A101",2,"A122",32.000000,"A141","A152",2,"A173","A191","A201",2
623,"A14",42.000000,"A32","A49",3914.000000,"A65","A73",4,"A91","A101",2,"A121",38.000000,"A141","A152",1,"A173","A191","A201",2
624,"A11",12.000000,"A32","A42",1858.000000,"A61","A72",4,"A92","A101",1,"A123",22.000000,"A143","A151",1,"A173","A191","A201",1
625,"A11",18.000000,"A32","A43",2600.000000,"A61","A73",4,"A93","A101",4,"A124",64.500000,"A143","A153",2,"A173","A191","A201",2
626,"A14",15.000000,"A32","A43",1979.000000,"A65","A75",4,"A93","A101",2,"A123",35.000000,"A143","A152",1,"A173","A191","A201",1
627,"A13",6.000000,"A32","A42",2116.000000,"A61","A73",2,"A93","A101",2,"A121",41.000000,"A143","A152",1,"A173","A192","A201",1
628,"A12",9.000000,"A31","A40",1437.000000,"A62","A74",2,"A93","A101",3,"A124",29.000000,"A143","A152",1,"A173","A191","A201",2
629,"A14",42.000000,"A34","A42",4042.000000,"A63","A73",4,"A93","A101",4,"A121",36.000000,"A143","A152",2,"A173","A192","A201",1
630,"A14",9.000000,"A32","A46",3832.000000,"A65","A75",1,"A93","A101",4,"A121",64.000000,"A143","A152",1,"A172","A191","A201",1
631,"A11",24.000000,"A32","A43",3660.000000,"A61","A73",2,"A92","A101",4,"A123",28.000000,"A143","A152",1,"A173","A191","A201",1
632,"A11",18.000000,"A31","A42",1553.000000,"A61","A73",4,"A93","A101",3,"A123",44.000000,"A141","A152",1,"A173","A191","A201",2
633,"A12",15.000000,"A32","A43",1444.000000,"A65","A72",4,"A93","A101",1,"A122",23.000000,"A143","A152",1,"A173","A191","A201",1
634,"A14",9.000000,"A32","A42",1980.000000,"A61","A72",2,"A92","A102",2,"A123",19.000000,"A143","A151",2,"A173","A191","A201",2
635,"A12",24.000000,"A32","A40",1355.000000,"A61","A72",3,"A92","A101",4,"A123",25.000000,"A143","A152",1,"A172","A192","A201",2
636,"A14",12.000000,"A32","A46",1393.000000,"A61","A75",4,"A93","A101",4,"A122",47.000000,"A141","A152",3,"A173","A192","A201",1
637,"A14",24.000000,"A32","A43",1376.000000,"A63","A74",4,"A92","A101",1,"A123",28.000000,"A143","A152",1,"A173","A191","A201",1
638,"A14",42.000000,"A33","A43",7883.750000,"A61","A74",2,"A93","A101",4,"A123",21.000000,"A143","A152",2,"A173","A192","A201",1
639,"A14",12.000000,"A32","A43",1493.000000,"A61","A72",4,"A92","A101",3,"A123",34.000000,"A143","A152",1,"A173","A191","A201",1
640,"A11",42.000000,"A33","A43",4370.000000,"A61","A74",3,"A93","A101",2,"A122",26.000000,"A141","A152",2,"A173","A192","A201",2
641,"A11",18.000000,"A32","A46",750.000000,"A61","A71",4,"A92","A101",1,"A121",27.000000,"A143","A152",1,"A171","A191","A201",2
642,"A12",15.000000,"A32","A45",1308.000000,"A61","A75",4,"A93","A101",4,"A123",38.000000,"A143","A152",2,"A172","A191","A201",1
643,"A14",15.000000,"A32","A46",4623.000000,"A62","A73",3,"A93","A101",2,"A122",40.000000,"A143","A152",1,"A174","A192","A201",2
644,"A14",24.000000,"A34","A43",1851.000000,"A61","A74",4,"A94","A103",2,"A123",33.000000,"A143","A152",2,"A173","A192","A201",1
645,"A11",18.000000,"A34","A43",1880.000000,"A61","A74",4,"A94","A101",1,"A122",32.000000,"A143","A152",2,"A174","A192","A201",1
646,"A14",36.000000,"A33","A49",7883.750000,"A65","A72",4,"A93","A101",4,"A123",27.000000,"A143","A151",2,"A173","A192","A201",2
647,"A11",30.000000,"A30","A42",4583.000000,"A61","A73",2,"A91","A103",2,"A121",32.000000,"A143","A152",2,"A173","A191","A201",1
648,"A14",12.000000,"A32","A40",1386.000000,"A63","A73",2,"A92","A101",2,"A122",26.000000,"A143","A152",1,"A173","A191","A201",2
649,"A13",24.000000,"A32","A40",947.000000,"A61","A74",4,"A93","A101",3,"A124",38.000000,"A141","A153",1,"A173","A191","A201",2
650,"A11",12.000000,"A32","A46",684.000000,"A61","A73",4,"A93","A101",4,"A123",40.000000,"A143","A151",1,"A172","A191","A201",2
651,"A11",42.000000,"A32","A46",7476.000000,"A61","A74",4,"A93","A101",1,"A124",50.000000,"A143","A153",1,"A174","A192","A201",1
652,"A12",12.000000,"A32","A42",1922.000000,"A61","A73",4,"A93","A101",2,"A122",37.000000,"A143","A152",1,"A172","A191","A201",2
653,"A11",24.000000,"A32","A40",2303.000000,"A61","A75",4,"A93","A102",1,"A121",45.000000,"A143","A152",1,"A173","A191","A201",2
654,"A12",36.000000,"A33","A40",7883.750000,"A62","A75",2,"A93","A101",4,"A123",42.000000,"A143","A152",4,"A174","A192","A201",2
655,"A14",24.000000,"A34","A41",2346.000000,"A61","A74",4,"A93","A101",3,"A123",35.000000,"A143","A152",2,"A173","A192","A201",1
656,"A11",14.000000,"A32","A40",3973.000000,"A61","A71",1,"A93","A101",4,"A124",22.000000,"A143","A153",1,"A173","A191","A201",1
657,"A12",12.000000,"A32","A40",888.000000,"A61","A75",4,"A93","A101",4,"A123",41.000000,"A141","A152",1,"A172","A191","A201",2
658,"A14",42.000000,"A32","A43",7883.750000,"A65","A74",4,"A93","A101",3,"A123",37.000000,"A142","A152",1,"A173","A192","A201",1
659,"A12",30.000000,"A30","A49",4221.000000,"A61","A73",2,"A92","A101",1,"A123",28.000000,"A143","A152",2,"A173","A191","A201",1
660,"A12",18.000000,"A34","A42",6361.000000,"A61","A75",2,"A93","A101",1,"A124",41.000000,"A143","A152",1,"A173","A192","A201",1
661,"A13",12.000000,"A32","A43",1297.000000,"A61","A73",3,"A94","A101",4,"A121",23.000000,"A143","A151",1,"A173","A191","A201",1
662,"A11",12.000000,"A32","A40",900.000000,"A65","A73",4,"A94","A101",2,"A123",23.000000,"A143","A152",1,"A173","A191","A201",2
663,"A14",21.000000,"A32","A42",2241.000000,"A61","A75",4,"A93","A101",2,"A121",50.000000,"A143","A152",2,"A173","A191","A201",1
664,"A12",6.000000,"A33","A42",1050.000000,"A61","A71",4,"A93","A101",1,"A122",35.000000,"A142","A152",2,"A174","A192","A201",1
665,"A13",6.000000,"A34","A46",1047.000000,"A61","A73",2,"A92","A101",4,"A122",50.000000,"A143","A152",1,"A172","A191","A201",1
666,"A14",24.000000,"A34","A410",6314.000000,"A61","A71",4,"A93","A102",2,"A124",27.000000,"A141","A152",2,"A174","A192","A201",1
667,"A12",30.000000,"A31","A42",3496.000000,"A64","A73",4,"A93","A101",2,"A123",34.000000,"A142","A152",1,"A173","A192","A201",1
668,"A14",42.000000,"A31","A49",3609.000000,"A61","A73",1,"A92","A101",1,"A121",27.000000,"A142","A152",1,"A173","A191","A201",1
669,"A11",12.000000,"A34","A40",4843.000000,"A61","A75",3,"A93","A102",4,"A122",43.000000,"A143","A151",2,"A173","A192","A201",2
670,"A13",30.000000,"A34","A43",3017.000000,"A61","A75",4,"A93","A101",4,"A122",47.000000,"A143","A152",1,"A173","A191","A201",1
671,"A14",24.000000,"A34","A49",4139.000000,"A62","A73",3,"A93","A101",3,"A122",27.000000,"A143","A152",2,"A172","A192","A201",1
672,"A14",36.000000,"A32","A49",5742.000000,"A62","A74",2,"A93","A101",2,"A123",31.000000,"A143","A152",2,"A173","A192","A201",1
673,"A14",42.000000,"A32","A40",7883.750000,"A61","A75",2,"A93","A101",4,"A122",42.000000,"A143","A152",1,"A174","A192","A201",1
674,"A14",6.000000,"A34","A40",2080.000000,"A63","A73",1,"A94","A101",2,"A123",24.000000,"A143","A152",1,"A173","A191","A201",1
675,"A14",21.000000,"A33","A49",2580.000000,"A63","A72",4,"A93","A101",2,"A121",41.000000,"A141","A152",1,"A172","A191","A201",2
676,"A14",30.000000,"A34","A43",4530.000000,"A61","A74",4,"A92","A101",4,"A123",26.000000,"A143","A151",1,"A174","A192","A201",1
677,"A14",24.000000,"A34","A42",5150.000000,"A61","A75",4,"A93","A101",4,"A123",33.000000,"A143","A152",1,"A173","A192","A201",1
678,"A12",42.000000,"A32","A43",5595.000000,"A62","A73",2,"A94","A101",2,"A123",24.000000,"A143","A152",1,"A173","A191","A201",2
679,"A11",24.000000,"A32","A43",2384.000000,"A61","A75",4,"A93","A101",4,"A121",64.000000,"A141","A151",1,"A172","A191","A201",1
680,"A14",18.000000,"A32","A43",1453.000000,"A61","A72",3,"A92","A101",1,"A121",26.000000,"A143","A152",1,"A173","A191","A201",1
681,"A14",6.000000,"A32","A46",1538.000000,"A61","A72",1,"A92","A101",2,"A124",56.000000,"A143","A152",1,"A173","A191","A201",1
682,"A14",12.000000,"A32","A43",2279.000000,"A65","A73",4,"A93","A101",4,"A124",37.000000,"A143","A153",1,"A173","A192","A201",1
683,"A14",15.000000,"A33","A43",1478.000000,"A61","A73",4,"A94","A101",3,"A121",33.000000,"A141","A152",2,"A173","A191","A201",1
684,"A14",24.000000,"A34","A43",5103.000000,"A61","A72",3,"A94","A101",3,"A124",47.000000,"A143","A153",3,"A173","A192","A201",1
685,"A12",36.000000,"A33","A49",7883.750000,"A62","A74",1,"A93","A101",3,"A122",31.000000,"A143","A152",2,"A172","A192","A201",1
686,"A14",42.000000,"A32","A40",6527.000000,"A65","A73",4,"A93","A101",4,"A124",34.000000,"A143","A153",1,"A173","A192","A201",1
687,"A13",10.000000,"A34","A43",1347.000000,"A65","A74",4,"A93","A101",2,"A122",27.000000,"A143","A152",2,"A173","A192","A201",1
688,"A12",36.000000,"A33","A40",2862.000000,"A62","A75",4,"A93","A101",3,"A124",30.000000,"A143","A153",1,"A173","A191","A201",1
689,"A14",9.000000,"A32","A43",2753.000000,"A62","A75",3,"A93","A102",4,"A123",35.000000,"A143","A152",1,"A173","A192","A201",1
690,"A11",12.000000,"A32","A40",3651.000000,"A64","A73",1,"A93","A101",3,"A122",31.000000,"A143","A152",1,"A173","A191","A201",1
691,"A11",15.000000,"A34","A42",975.000000,"A61","A73",2,"A91","A101",3,"A122",25.000000,"A143","A152",2,"A173","A191","A201",1
692,"A12",15.000000,"A32","A45",2631.000000,"A62","A73",3,"A92","A101",2,"A121",25.000000,"A143","A152",1,"A172","A191","A201",1
693,"A12",24.000000,"A32","A43",2896.000000,"A62","A72",2,"A93","A101",1,"A123",29.000000,"A143","A152",1,"A173","A191","A201",1
694,"A11",6.000000,"A34","A40",4716.000000,"A65","A72",1,"A93","A101",3,"A121",44.000000,"A143","A152",2,"A172","A191","A201",1
695,"A14",24.000000,"A32","A43",2284.000000,"A61","A74",4,"A93","A101",2,"A123",28.000000,"A143","A152",1,"A173","A192","A201",1
696,"A14",6.000000,"A32","A41",1236.000000,"A63","A73",2,"A93","A101",4,"A122",50.000000,"A143","A151",1,"A173","A191","A201",1
697,"A12",12.000000,"A32","A43",1103.000000,"A61","A74",4,"A93","A103",3,"A121",29.000000,"A143","A152",2,"A173","A191","A202",1
698,"A14",12.000000,"A34","A40",926.000000,"A61","A71",1,"A92","A101",2,"A122",38.000000,"A143","A152",1,"A171","A191","A201",1
699,"A14",18.000000,"A34","A43",1800.000000,"A61","A73",4,"A93","A101",2,"A123",24.000000,"A143","A152",2,"A173","A191","A201",1
700,"A13",15.000000,"A32","A46",1905.000000,"A61","A75",4,"A93","A101",4,"A123",40.000000,"A143","A151",1,"A174","A192","A201",1
701,"A14",12.000000,"A32","A42",1123.000000,"A63","A73",4,"A92","A101",4,"A123",29.000000,"A143","A151",1,"A172","A191","A201",2
702,"A11",42.000000,"A34","A41",6331.000000,"A61","A75",4,"A93","A101",4,"A124",46.000000,"A143","A153",2,"A173","A192","A201",2
703,"A13",24.000000,"A32","A43",1377.000000,"A62","A75",4,"A92","A101",2,"A124",47.000000,"A143","A153",1,"A173","A192","A201",1
704,"A12",30.000000,"A33","A49",2503.000000,"A62","A75",4,"A93","A101",2,"A122",41.000000,"A142","A152",2,"A173","A191","A201",1
705,"A12",27.000000,"A32","A49",2528.000000,"A61","A72",4,"A92","A101",1,"A122",32.000000,"A143","A152",1,"A173","A192","A201",1
706,"A14",15.000000,"A32","A40",5324.000000,"A63","A75",1,"A92","A101",4,"A124",35.000000,"A143","A153",1,"A173","A191","A201",1
707,"A12",42.000000,"A32","A40",6560.000000,"A62","A74",3,"A93","A101",2,"A122",24.000000,"A143","A152",1,"A173","A191","A201",2
708,"A12",12.000000,"A30","A42",2969.000000,"A61","A72",4,"A92","A101",3,"A122",25.000000,"A143","A151",2,"A173","A191","A201",2
709,"A12",9.000000,"A32","A43",1206.000000,"A61","A75",4,"A92","A101",4,"A121",25.000000,"A143","A152",1,"A173","A191","A201",1
710,"A12",9.000000,"A32","A43",2118.000000,"A61","A73",2,"A93","A101",2,"A121",37.000000,"A143","A152",1,"A172","A191","A201",1
711,"A14",18.000000,"A34","A43",629.000000,"A63","A75",4,"A93","A101",3,"A122",32.000000,"A141","A152",2,"A174","A192","A201",1
712,"A11",6.000000,"A31","A46",1198.000000,"A61","A75",4,"A92","A101",4,"A124",35.000000,"A143","A153",1,"A173","A191","A201",2
713,"A14",21.000000,"A32","A41",2476.000000,"A65","A75",4,"A93","A101",4,"A121",46.000000,"A143","A152",1,"A174","A192","A201",1
714,"A11",9.000000,"A34","A43",1138.000000,"A61","A73",4,"A93","A101",4,"A121",25.000000,"A143","A152",2,"A172","A191","A201",1
715,"A12",42.000000,"A32","A40",7883.750000,"A61","A74",4,"A93","A101",2,"A124",27.000000,"A143","A152",1,"A174","A192","A201",2
716,"A14",30.000000,"A34","A41",7596.000000,"A65","A75",1,"A93","A101",4,"A123",63.000000,"A143","A152",2,"A173","A191","A201",1
717,"A14",30.000000,"A34","A43",3077.000000,"A65","A75",3,"A93","A101",2,"A123",40.000000,"A143","A152",2,"A173","A192","A201",1
718,"A14",18.000000,"A32","A43",1505.000000,"A61","A73",4,"A93","A101",2,"A124",32.000000,"A143","A153",1,"A174","A192","A201",1
719,"A13",24.000000,"A34","A43",3148.000000,"A65","A73",3,"A93","A101",2,"A123",31.000000,"A143","A152",2,"A173","A192","A201",1
720,"A12",20.000000,"A30","A41",6148.000000,"A62","A75",3,"A94","A101",4,"A123",31.000000,"A141","A152",2,"A173","A192","A201",1
721,"A13",9.000000,"A30","A43",1337.000000,"A61","A72",4,"A93","A101",2,"A123",34.000000,"A143","A152",2,"A174","A192","A201",2
722,"A12",6.000000,"A31","A46",433.000000,"A64","A72",4,"A92","A101",2,"A122",24.000000,"A141","A151",1,"A173","A191","A201",2
723,"A11",12.000000,"A32","A40",1228.000000,"A61","A73",4,"A92","A101",2,"A121",24.000000,"A143","A152",1,"A172","A191","A201",2
724,"A12",9.000000,"A32","A43",790.000000,"A63","A73",4,"A92","A101",3,"A121",64.500000,"A143","A152",1,"A172","A191","A201",1
725,"A14",27.000000,"A32","A40",2570.000000,"A61","A73",3,"A92","A101",3,"A121",21.000000,"A143","A151",1,"A173","A191","A201",2
726,"A14",6.000000,"A34","A40",250.000000,"A64","A73",2,"A92","A101",2,"A121",41.000000,"A141","A152",2,"A172","A191","A201",1
727,"A14",15.000000,"A34","A43",1316.000000,"A63","A73",2,"A94","A101",2,"A122",47.000000,"A143","A152",2,"A172","A191","A201",1
728,"A11",18.000000,"A32","A43",1882.000000,"A61","A73",4,"A92","A101",4,"A123",25.000000,"A141","A151",2,"A173","A191","A201",2
729,"A12",42.000000,"A31","A49",6416.000000,"A61","A75",4,"A92","A101",3,"A124",59.000000,"A143","A151",1,"A173","A191","A201",2
730,"A13",24.000000,"A34","A49",1275.000000,"A64","A73",2,"A91","A101",4,"A121",36.000000,"A143","A152",2,"A173","A192","A201",1
731,"A12",24.000000,"A33","A43",6403.000000,"A61","A72",1,"A93","A101",2,"A123",33.000000,"A143","A152",1,"A173","A191","A201",1
732,"A11",24.000000,"A32","A43",1987.000000,"A61","A73",2,"A93","A101",4,"A121",21.000000,"A143","A151",1,"A172","A191","A201",2
733,"A12",8.000000,"A32","A43",760.000000,"A61","A74",4,"A92","A103",2,"A121",44.000000,"A143","A152",1,"A172","A191","A201",1
734,"A14",24.000000,"A32","A41",2603.000000,"A64","A73",2,"A92","A101",4,"A123",28.000000,"A143","A151",1,"A173","A192","A201",1
735,"A14",4.000000,"A34","A40",3380.000000,"A61","A74",1,"A92","A101",1,"A121",37.000000,"A143","A152",1,"A173","A191","A201",1
736,"A12",36.000000,"A31","A44",3990.000000,"A65","A72",3,"A92","A101",2,"A124",29.000000,"A141","A152",1,"A171","A191","A201",1
737,"A12",24.000000,"A32","A41",7883.750000,"A61","A73",1,"A92","A101",4,"A123",23.000000,"A143","A151",2,"A174","A191","A201",2
738,"A11",18.000000,"A32","A40",4380.000000,"A62","A73",3,"A93","A101",4,"A123",35.000000,"A143","A152",1,"A172","A192","A201",1
739,"A14",6.000000,"A34","A40",6761.000000,"A61","A74",1,"A93","A101",3,"A124",45.000000,"A143","A152",2,"A174","A192","A201",1
740,"A12",30.000000,"A30","A49",4280.000000,"A62","A73",4,"A92","A101",4,"A123",26.000000,"A143","A151",2,"A172","A191","A201",2
741,"A11",24.000000,"A31","A40",2325.000000,"A62","A74",2,"A93","A101",3,"A123",32.000000,"A141","A152",1,"A173","A191","A201",1
742,"A12",10.000000,"A31","A43",1048.000000,"A61","A73",4,"A93","A101",4,"A121",23.000000,"A142","A152",1,"A172","A191","A201",1
743,"A14",21.000000,"A32","A43",3160.000000,"A65","A75",4,"A93","A101",3,"A122",41.000000,"A143","A152",1,"A173","A192","A201",1
744,"A11",24.000000,"A31","A42",2483.000000,"A63","A73",4,"A93","A101",4,"A121",22.000000,"A142","A152",1,"A173","A192","A201",1
745,"A11",39.000000,"A34","A42",7883.750000,"A65","A74",4,"A93","A101",4,"A122",30.000000,"A143","A152",2,"A174","A192","A201",1
746,"A11",13.000000,"A34","A49",1797.000000,"A61","A72",3,"A93","A101",1,"A122",28.000000,"A141","A152",2,"A172","A191","A201",1
747,"A11",15.000000,"A32","A40",2511.000000,"A61","A71",1,"A92","A101",4,"A123",23.000000,"A143","A151",1,"A173","A191","A201",1
748,"A11",12.000000,"A32","A40",1274.000000,"A61","A72",3,"A92","A101",1,"A121",37.000000,"A143","A152",1,"A172","A191","A201",2
749,"A14",21.000000,"A32","A41",5248.000000,"A65","A73",1,"A93","A101",3,"A123",26.000000,"A143","A152",1,"A173","A191","A201",1
750,"A14",15.000000,"A32","A41",3029.000000,"A61","A74",2,"A93","A101",2,"A123",33.000000,"A143","A152",1,"A173","A191","A201",1
751,"A11",6.000000,"A32","A42",428.000000,"A61","A75",2,"A92","A101",1,"A122",49.000000,"A141","A152",1,"A173","A192","A201",1
752,"A11",18.000000,"A32","A40",976.000000,"A61","A72",1,"A92","A101",2,"A123",23.000000,"A143","A152",1,"A172","A191","A201",2
753,"A12",12.000000,"A32","A49",841.000000,"A62","A74",2,"A92","A101",4,"A121",23.000000,"A143","A151",1,"A172","A191","A201",1
754,"A14",30.000000,"A34","A43",5771.000000,"A61","A74",4,"A92","A101",2,"A123",25.000000,"A143","A152",2,"A173","A191","A201",1
755,"A14",12.000000,"A33","A45",1555.000000,"A64","A75",4,"A93","A101",4,"A124",55.000000,"A143","A153",2,"A173","A191","A201",2
756,"A11",24.000000,"A32","A40",1285.000000,"A65","A74",4,"A92","A101",4,"A124",32.000000,"A143","A151",1,"A173","A191","A201",2
757,"A13",6.000000,"A34","A40",1299.000000,"A61","A73",1,"A93","A101",1,"A121",64.500000,"A143","A152",3,"A171","A191","A202",1
758,"A13",15.000000,"A34","A43",1271.000000,"A65","A73",3,"A93","A101",4,"A124",39.000000,"A143","A153",2,"A173","A192","A201",2
759,"A14",24.000000,"A32","A40",1393.000000,"A61","A73",2,"A93","A103",2,"A121",31.000000,"A143","A152",1,"A173","A192","A201",1
760,"A11",12.000000,"A34","A40",691.000000,"A61","A75",4,"A93","A101",3,"A122",35.000000,"A143","A152",2,"A173","A191","A201",2
761,"A14",15.000000,"A34","A40",5045.000000,"A65","A75",1,"A92","A101",4,"A123",59.000000,"A143","A152",1,"A173","A192","A201",1
762,"A11",18.000000,"A34","A42",2124.000000,"A61","A73",4,"A92","A101",4,"A121",24.000000,"A143","A151",2,"A173","A191","A201",2
763,"A11",12.000000,"A32","A43",2214.000000,"A61","A73",4,"A93","A101",3,"A122",24.000000,"A143","A152",1,"A172","A191","A201",1
764,"A14",21.000000,"A34","A40",7883.750000,"A65","A75",4,"A93","A101",4,"A124",30.000000,"A143","A153",1,"A174","A192","A201",2
765,"A14",24.000000,"A34","A40",2463.000000,"A62","A74",4,"A94","A101",3,"A122",27.000000,"A143","A152",2,"A173","A192","A201",1
766,"A12",12.000000,"A32","A43",1155.000000,"A61","A75",3,"A94","A103",3,"A121",40.000000,"A141","A152",2,"A172","A191","A201",1
767,"A11",30.000000,"A32","A42",3108.000000,"A61","A72",2,"A91","A101",4,"A122",31.000000,"A143","A152",1,"A172","A191","A201",2
768,"A14",10.000000,"A32","A41",2901.000000,"A65","A72",1,"A92","A101",4,"A121",31.000000,"A143","A151",1,"A173","A191","A201",1
769,"A12",12.000000,"A34","A42",3617.000000,"A61","A75",1,"A93","A101",4,"A123",28.000000,"A143","A151",3,"A173","A192","A201",1
770,"A14",12.000000,"A34","A43",1655.000000,"A61","A75",2,"A93","A101",4,"A121",63.000000,"A143","A152",2,"A172","A192","A201",1
771,"A11",24.000000,"A32","A41",2812.000000,"A65","A75",2,"A92","A101",4,"A121",26.000000,"A143","A151",1,"A173","A191","A201",1
