id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,response
ID13431,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13432,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13433,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID13434,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13435,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13436,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13437,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID13438,37,F,TOWN,29574,YES,0,YES,YES,YES,NO,YES
ID13439,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13440,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13441,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13442,52,M,SUBURBAN,45856.1,NO,1,NO,YES,YES,NO,NO
ID13443,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13444,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID13445,24,M,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,NO
ID13446,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13447,41,F,TOWN,27757.6,NO,0,NO,YES,YES,NO,NO
ID13448,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID13449,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13450,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID13451,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13452,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13453,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID13454,25,M,INNER_CITY,23818.6,YES,0,NO,NO,NO,NO,YES
ID13455,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13456,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID13457,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13458,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13459,41,F,TOWN,27757.6,NO,0,NO,YES,YES,NO,NO
ID13460,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13461,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13462,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID13463,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID13464,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13465,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID13466,19,F,INNER_CITY,17371.1,YES,2,YES,YES,YES,NO,YES
ID13467,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID13468,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID13469,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID13470,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13471,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13472,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13473,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID13474,38,M,INNER_CITY,21876.5,YES,0,NO,NO,YES,NO,YES
ID13475,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13476,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID13477,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13478,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13479,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID13480,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13481,35,F,TOWN,28658.3,YES,0,YES,YES,YES,NO,YES
ID13482,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13483,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13484,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13485,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13486,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID13487,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13488,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13489,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13490,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13491,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13492,64,M,INNER_CITY,53104.3,YES,0,YES,YES,YES,NO,YES
ID13493,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13494,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13495,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID13496,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID13497,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13498,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13499,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13500,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID13501,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,YES
ID13502,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13503,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID13504,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13505,53,M,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,NO
ID13506,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID13507,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13508,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID13509,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13510,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13511,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID13512,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13513,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13514,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13515,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID13516,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID13517,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13518,45,F,TOWN,37689.1,NO,1,NO,YES,YES,YES,NO
ID13519,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13520,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13521,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13522,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID13523,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13524,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13525,49,F,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,NO
ID13526,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13527,41,F,TOWN,27757.6,NO,0,NO,YES,YES,NO,NO
ID13528,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13529,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID13530,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13531,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID13532,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13533,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID13534,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13535,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13536,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID13537,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13538,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID13539,47,F,TOWN,25127.7,YES,0,YES,NO,NO,NO,YES
ID13540,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13541,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID13542,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13543,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13544,36,M,INNER_CITY,12533.2,NO,1,NO,YES,NO,YES,YES
ID13545,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID13546,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID13547,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13548,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID13549,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13550,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13551,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13552,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13553,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID13554,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13555,48,M,TOWN,43057,NO,1,YES,YES,YES,NO,NO
ID13556,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13557,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,YES
ID13558,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13559,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13560,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13561,45,F,TOWN,29231.4,YES,0,NO,YES,NO,NO,YES
ID13562,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13563,63,M,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,NO
ID13564,53,M,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,NO
ID13565,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13566,66,M,RURAL,48346.1,YES,1,YES,YES,NO,NO,NO
ID13567,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13568,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID13569,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID13570,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID13571,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13572,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13573,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13574,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID13575,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13576,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID13577,43,M,TOWN,38059.8,YES,0,YES,YES,NO,YES,YES
ID13578,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID13579,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID13580,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13581,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13582,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13583,61,F,INNER_CITY,47025,NO,2,YES,YES,YES,YES,YES
ID13584,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13585,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13586,33,F,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,NO
ID13587,37,M,TOWN,30488,YES,0,NO,YES,YES,YES,YES
ID13588,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13589,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13590,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13591,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13592,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID13593,34,M,RURAL,23638.1,YES,2,YES,YES,YES,NO,YES
ID13594,23,M,SUBURBAN,11073,YES,2,NO,YES,NO,NO,YES
ID13595,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID13596,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13597,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13598,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID13599,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13600,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13601,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13602,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13603,53,M,RURAL,48971.6,YES,3,YES,YES,NO,NO,YES
ID13604,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13605,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13606,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13607,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13608,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13609,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID13610,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13611,51,F,TOWN,43799.6,NO,0,NO,YES,YES,YES,YES
ID13612,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID13613,20,M,TOWN,17239.5,NO,1,YES,NO,YES,NO,NO
ID13614,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13615,19,F,TOWN,12549,YES,0,NO,YES,YES,NO,YES
ID13616,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13617,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13618,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13619,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13620,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13621,53,M,RURAL,48971.6,YES,3,YES,YES,NO,NO,NO
ID13622,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID13623,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13624,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13625,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID13626,67,F,TOWN,23485.9,YES,3,YES,NO,NO,YES,YES
ID13627,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13628,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13629,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID13630,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID13631,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID13632,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13633,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID13634,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13635,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,YES
ID13636,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID13637,63,M,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,NO
ID13638,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID13639,22,M,SUBURBAN,9316.9,YES,2,YES,YES,YES,NO,YES
ID13640,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13641,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13642,62,M,INNER_CITY,46870.4,YES,0,NO,YES,YES,NO,YES
ID13643,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID13644,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13645,36,F,TOWN,17247.7,YES,2,YES,YES,YES,NO,YES
ID13646,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13647,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13648,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13649,49,F,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,NO
ID13650,66,F,RURAL,52769.9,YES,3,YES,YES,YES,NO,NO
ID13651,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13652,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,YES
ID13653,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13654,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID13655,28,M,TOWN,20555,NO,0,YES,YES,YES,NO,NO
ID13656,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID13657,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13658,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13659,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,YES
ID13660,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID13661,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID13662,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13663,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID13664,26,M,RURAL,19563.8,NO,3,YES,NO,NO,YES,YES
ID13665,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13666,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID13667,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID13668,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID13669,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13670,24,M,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,NO
ID13671,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID13672,18,F,INNER_CITY,11601.4,YES,2,NO,YES,YES,YES,YES
ID13673,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13674,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13675,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13676,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13677,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID13678,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13679,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13680,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13681,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13682,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13683,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13684,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID13685,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13686,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID13687,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13688,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13689,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13690,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13691,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID13692,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13693,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13694,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13695,48,M,TOWN,20268,YES,0,NO,YES,YES,NO,YES
ID13696,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13697,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID13698,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13699,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13700,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13701,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13702,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13703,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13704,52,M,SUBURBAN,45856.1,NO,1,NO,YES,YES,NO,NO
ID13705,58,F,TOWN,36524.7,NO,1,NO,NO,NO,YES,NO
ID13706,20,F,INNER_CITY,10900.8,YES,3,NO,NO,YES,NO,YES
ID13707,43,M,RURAL,28717.3,NO,1,NO,NO,YES,NO,NO
ID13708,46,F,TOWN,18864.1,NO,1,YES,YES,YES,NO,NO
ID13709,51,F,INNER_CITY,21358.4,YES,0,NO,YES,YES,NO,YES
ID13710,41,M,INNER_CITY,22952.9,YES,0,YES,YES,YES,NO,YES
ID13711,20,M,TOWN,18963.4,NO,1,YES,NO,YES,NO,NO
ID13712,31,M,RURAL,25133.3,YES,1,YES,NO,NO,NO,NO
ID13713,23,F,SUBURBAN,23146.2,YES,1,NO,NO,YES,NO,NO
ID13714,56,F,TOWN,56429.2,YES,1,YES,YES,NO,NO,NO
ID13715,48,M,TOWN,47362.7,NO,1,YES,YES,YES,NO,NO
ID13716,46,M,TOWN,33724.5,YES,0,NO,YES,YES,NO,YES
ID13717,40,M,INNER_CITY,39882.5,NO,0,NO,NO,YES,YES,NO
ID13718,46,M,RURAL,23205.8,YES,1,YES,YES,YES,NO,NO
ID13719,43,M,RURAL,28717.3,NO,1,NO,NO,YES,NO,NO
ID13720,40,M,INNER_CITY,18038.6,NO,1,NO,YES,YES,NO,NO
ID13721,62,M,TOWN,49876.7,YES,0,YES,YES,NO,NO,NO
ID13722,43,M,RURAL,28717.3,NO,1,NO,NO,YES,NO,NO
ID13723,42,M,RURAL,22809.8,YES,1,YES,YES,YES,NO,NO
ID13724,53,F,INNER_CITY,26446.2,NO,1,NO,NO,YES,NO,NO
ID13725,50,M,RURAL,43719.8,YES,0,YES,YES,NO,YES,YES
ID13726,46,M,TOWN,47735,NO,1,YES,YES,YES,NO,NO
ID13727,23,F,INNER_CITY,8822.2,YES,1,YES,NO,YES,NO,YES
ID13728,58,F,INNER_CITY,34838.4,YES,1,YES,YES,NO,YES,NO
ID13729,60,M,INNER_CITY,32685.8,YES,0,YES,NO,YES,YES,NO
ID13730,61,F,RURAL,62894,NO,2,NO,YES,YES,NO,NO
ID13731,27,F,TOWN,20411.4,YES,3,NO,NO,YES,NO,YES
ID13732,23,F,RURAL,12336.8,YES,2,YES,YES,YES,NO,NO
ID13733,44,M,SUBURBAN,25401.3,YES,0,YES,NO,YES,YES,NO
ID13734,33,M,TOWN,25881.2,YES,1,NO,YES,YES,YES,NO
ID13735,44,F,INNER_CITY,42299,NO,2,NO,YES,YES,NO,NO
ID13736,31,F,TOWN,17573.9,YES,0,YES,YES,NO,NO,NO
ID13737,36,F,INNER_CITY,30407.1,NO,1,YES,NO,NO,NO,NO
ID13738,64,M,SUBURBAN,65092.6,YES,1,NO,YES,YES,NO,NO
ID13739,47,M,INNER_CITY,49124.4,NO,2,YES,YES,YES,NO,NO
ID13740,31,M,SUBURBAN,24598.5,NO,0,NO,YES,YES,NO,NO
ID13741,33,F,INNER_CITY,34327.8,NO,0,YES,NO,YES,YES,NO
ID13742,31,F,TOWN,24945.9,NO,1,YES,YES,YES,YES,NO
ID13743,63,M,SUBURBAN,57067.2,YES,2,YES,YES,NO,YES,NO
ID13744,58,F,INNER_CITY,48334.6,YES,0,YES,YES,YES,NO,YES
ID13745,49,M,RURAL,45608.5,YES,3,NO,YES,YES,YES,YES
ID13746,41,F,SUBURBAN,25207.7,YES,0,NO,NO,YES,NO,YES
ID13747,27,F,INNER_CITY,16809.9,NO,0,YES,NO,NO,YES,NO
ID13748,46,M,RURAL,23205.8,YES,1,YES,YES,YES,NO,NO
ID13749,40,F,INNER_CITY,34621.2,NO,2,NO,YES,YES,YES,NO
ID13750,56,F,TOWN,29197,NO,0,YES,YES,YES,NO,NO
ID13751,23,F,SUBURBAN,23146.2,YES,1,NO,NO,YES,NO,NO
ID13752,44,M,INNER_CITY,42305.8,YES,0,NO,NO,NO,YES,NO
ID13753,43,F,TOWN,34401.1,NO,1,YES,YES,NO,NO,NO
ID13754,48,M,TOWN,47362.7,NO,1,YES,YES,YES,NO,NO
ID13755,65,M,SUBURBAN,56558.7,YES,2,NO,YES,YES,NO,NO
ID13756,28,M,TOWN,22610.5,NO,0,YES,YES,YES,NO,NO
ID13757,52,F,INNER_CITY,31255.1,YES,0,NO,NO,YES,NO,YES
ID13758,66,F,RURAL,58046.8,YES,3,YES,YES,YES,NO,NO
ID13759,46,F,TOWN,18864.1,NO,1,YES,YES,YES,NO,NO
ID13760,48,M,INNER_CITY,37600.4,YES,2,NO,YES,YES,NO,NO
ID13761,28,F,TOWN,28269.3,YES,2,YES,YES,NO,NO,NO
ID13762,38,M,RURAL,28909.5,NO,0,YES,YES,YES,NO,NO
ID13763,58,F,TOWN,57928.7,YES,1,YES,YES,YES,YES,NO
ID13764,27,M,INNER_CITY,22450.2,YES,2,NO,YES,NO,NO,NO
ID13765,64,F,TOWN,56782.8,NO,2,YES,YES,YES,NO,NO
ID13766,38,F,INNER_CITY,13380.2,YES,2,YES,NO,YES,NO,NO
ID13767,21,F,RURAL,17376.8,YES,0,NO,YES,YES,NO,NO
ID13768,53,M,RURAL,53868.7,YES,3,YES,YES,NO,NO,NO
ID13769,44,M,TOWN,29356.9,YES,1,NO,YES,NO,YES,NO
ID13770,29,M,INNER_CITY,11079.8,YES,0,NO,NO,YES,NO,YES
ID13771,60,M,SUBURBAN,41309.5,YES,2,NO,YES,YES,YES,NO
ID13772,33,F,TOWN,13396.3,YES,2,NO,YES,YES,YES,YES
ID13773,26,F,INNER_CITY,18170.4,YES,0,YES,NO,YES,NO,NO
ID13774,35,M,INNER_CITY,18127.4,YES,0,YES,NO,NO,YES,NO
