StockCode,InvoiceNo
"23321",568517
"23321",563834
"23321",556876
"23321",557064
"23321",571498
"23321",579301
"23321",558532
"23321",557604
"23321",562710
"23321",572073
"23321",568390
"23321",573070
"23321",575070
"23321",579560
"23321",559783
"23321",562878
"23321",579560
"23321",576181
"23321",580188
"23321",563733
"23321",560250
"23321",577107
"23321",560862
"23321",578258
"23321",559549
"23321",571828
"23321",580501
"23321",561818
"23321",569523
"23321",572308
"23321",577690
"23321",560998
"23321",579147
"23321",561085
"23321",580317
"23321",556484
"23321",564902
"23321",559001
"23321",562914
"23321",557804
"23321",575140
"23321",577749
"23321",576378
"23321",560791
"23321",571442
"23321",571286
"23321",558761
"23321",577312
"23321",568875
"23321",569257
"23321",567818
"23321",563355
"23321",580260
"23321",562158
"23321",562163
"23321",577106
"23321",565133
"23321",580637
"23321",580292
"23321",573269
"23321",562105
"23321",572309
"23321",579553
"23321",576665
"23321",556478
"23321",557636
"23321",565316
"23321",569630
"23321",571846
"23321",575731
"23321",556475
"23321",570088
"23321",562099
"23321",556903
"23321",579458
"23321",562604
"23321",573877
"23321",575985
"23321",561396
"23321",576190
"23321",575063
"23321",561869
"23321",569255
"23321",579458
"23321",568662
"23321",580833
"23321",581164
"23321",580555
"23321",560601
"23321",571846
"23321",566913
"23321",562519
"23321",578817
"23321",581164
"23321",565150
"23321",563533
"23321",570491
"23321",569652
"23321",566962
"23321",574363
"23321",574756
"23321",581334
"23321",580482
"23321",567822
"23321",558740
"23321",561036
"23321",559068
"23321",559068
"23321",570796
"23321",560742
"23321",566397
"23321",561894
"23321",560841
"23321",562593
"23321",577728
"23321",568712
"23321",580136
"23321",569207
"23321",567533
"23321",580695
"23321",572310
"23321",572662
"23321",559784
"23321",567509
"23321",571715
"23321",566275
"23321",558461
"23321",571069
"23321",561192
"23321",580032
"23321",572775
"23321",558104
"23321",581129
"23321",563031
"23321",574034
"23321",566290
"23321",565384
"23322",566018
"23322",561396
"23322",579447
"23322",580403
"23322",563731
"23322",572913
"23322",576864
"23322",579442
"23322",557064
"23322",569263
"23322",561818
"23322",572669
"23322",579470
"23322",562156
"23322",573548
"23322",571715
"23322",574962
"23322",558619
"23322",562456
"23322",580695
"23322",571828
"23322",560998
"23322",579605
"23322",574284
"23322",567966
"23322",578075
"23322",572519
"23322",581191
"23322",561025
"23322",569471
"23322",576200
"23322",576623
"23322",557804
"23322",556484
"23322",557954
"23322",570116
"23322",556732
"23322",578937
"23322",579458
"23322",575959
"23322",580637
"23322",558104
"23322",567472
"23322",576362
"23322",565207
"23322",576255
"23322",580513
"23322",565133
"23322",571081
"23322",556903
"23322",574720
"23322",580103
"23322",562518
"23322",567167
"23322",557744
"23322",574756
"23322",579196
"23322",560394
"23322",565150
"23322",564167
"23322",576378
"23322",577778
"23322",581334
"23322",579399
"23322",579560
"23322",560252
"23322",577258
"23322",557604
"23322",577690
"23322",563355
"23322",562878
"23322",567818
"23322",563533
"23322",561085
"23322",556475
"23322",567822
"23322",559112
"23322",561616
"23322",578289
"23322",559317
"23322",556876
"23322",561894
"23322",579555
"23322",575583
"23322",559068
"23322",569630
"23322",572775
"23322",558740
"23322",558761
"23322",573269
"23322",579301
"23322",571498
"23322",565122
"23322",575766
"23322",576190
"23322",562935
"23322",561869
"23322",579555
"23322",569583
"23322",571212
"23322",562163
"23322",570796
"23322",563384
"23322",557759
"23322",575070
"23322",565748
"23322",562710
"23322",562378
"23322",567816
"23322",576339
"23322",575063
"23322",561075
"23322",560742
"23322",571442
"23322",563935
"23322",570651
"23322",571286
"23322",575731
"23322",557636
"23322",557745
"23322",565316
"23322",562604
"23322",578310
"23322",570884
"23322",568726
"23322",563031
"23322",578817
"23322",560601
"23322",574352
"23322",559824
"23322",580128
"23322",581164
"23322",578054
"23322",560841
"23322",566290
"23322",565384
"23322",566912
"23322",562593
"23322",574700
"23322",577106
"23322",564139
"23322",561192
"23322",573347
"23322",569365
"23322",581164
"23322",563194
"23322",575756
"23322",569046
"23322",569652
"23343",580872
"23343",566393
"23343",579559
"23343",572913
"23343",566975
"23343",578757
"23343",579301
"23343",573879
"23343",564167
"23343",559918
"23343",570791
"23343",566567
"23343",573093
"23343",577141
"23343",581131
"23343",562789
"23343",570275
"23343",563733
"23343",578757
"23343",581579
"23343",577106
"23343",580043
"23343",579668
"23343",571323
"23343",576255
"23343",572025
"23343",565122
"23343",574746
"23343",577071
"23343",567881
"23343",573347
"23343",564725
"23343",570167
"23343",568782
"23343",574684
"23343",568517
"23343",580513
"23343",567533
"23343",579461
"23343",577107
"23343",575502
"23343",576362
"23343",573264
"23343",573109
"23343",573074
"23343",579470
"23343",575087
"23343",564742
"23343",580055
"23343",580119
"23343",561808
"23343",573319
"23343",566929
"23343",574068
"23343",571737
"23343",571656
"23343",580188
"23343",575745
"23343",565150
"23343",577539
"23343",559784
"23343",571654
"23343",577472
"23343",581006
"23343",581412
"23343",571322
"23343",580909
"23343",575330
"23343",579545
"23343",579867
"23343",580880
"23343",574062
"23343",567656
"23343",571442
"23343",566123
"23343",575063
"23343",567341
"23343",579403
"23343",570776
"23343",575840
"23343",573269
"23343",572657
"23343",568675
"23343",578293
"23343",575220
"23343",580160
"23343",578121
"23343",566305
"23343",579708
"23343",570268
"23343",569528
"23343",581034
"23343",567148
"23343",575583
"23343",560125
"23343",580358
"23343",566270
"23343",573572
"23343",572856
"23343",572856
"23343",575668
"23343",577142
"23343",563690
"23343",580695
"23343",573138
"23343",579131
"23343",580675
"23343",578262
"23343",576190
"23343",571828
"23343",566922
"23343",569893
"23343",566959
"23343",580103
"23343",562980
"23343",575169
"23343",579267
"23343",569536
"23343",578817
"23343",580742
"23343",569740
"23343",572192
"23343",566290
"23343",568797
"23343",563944
"23343",575206
"23343",571441
"23343",570218
"23343",575937
"23343",569651
"23343",559120
"23343",578814
"23343",573263
"23343",574720
"23343",556910
"23343",574898
"23343",563558
"23344",576842
"23344",567794
"23344",569740
"23344",558762
"23344",579300
"23344",580048
"23344",580048
"23344",570167
"23344",573879
"23344",569555
"23344",581579
"23344",566171
"23344",580055
"23344",575060
"23344",581473
"23344",576603
"23344",566228
"23344",578817
"23344",564972
"23344",573269
"23344",575342
"23344",572657
"23344",566567
"23344",577601
"23344",565491
"23344",577071
"23344",565150
"23344",573109
"23344",577106
"23344",568675
"23344",578293
"23344",569653
"23344",575840
"23344",566290
"23344",569123
"23344",575133
"23344",580188
"23344",577303
"23344",567148
"23344",571656
"23344",571214
"23344",579399
"23344",580909
"23344",576906
"23344",579267
"23344",578814
"23344",566557
"23344",559120
"23344",560394
"23344",567656
"23344",571828
"23344",567616
"23344",572069
"23344",580675
"23344",567341
"23344",571555
"23344",568688
"23344",564542
"23344",571431
"23344",573906
"23344",570877
"23344",565967
"23344",579162
"23344",566270
"23344",579520
"23344",571737
"23344",579350
"23344",579447
"23344",577545
"23344",573074
"23344",571913
"23344",580536
"23344",580513
"23344",577107
"23344",580502
"23344",574746
"23344",581216
"23344",577545
"23344",579527
"23344",572291
"23344",565122
"23344",577080
"23344",569246
"23344",570275
"23344",581486
"23344",577579
"23344",580125
"23344",572192
"23344",567095
"23344",578517
"23344",562789
"23344",572475
"23344",570268
"23344",581412
"23344",581034
"23344",571442
"23344",579545
"23344",579062
"23344",561808
"23344",579867
"23344",577312
"23344",559784
"23344",571654
"23344",562568
"23344",581114
"23344",575087
"23344",568517
"23344",573264
"23344",581020
"23344",579461
"23344",579470
"23344",575959
"23344",568517
"23344",575219
"23344",573078
"23344",579131
"23344",577749
"23344",567533
"23344",579301
"23344",575220
"23344",571323
"23344",573002
"23344",572913
"23344",570218
"23344",580615
"23344",565579
"23344",581338
"23344",575852
"23344",570964
"23344",572475
"23344",572224
"23344",577057
"23344",580160
"23344",578262
"23344",566305
"23344",580101
"23344",575583
"23344",575206
"23344",570693
"23344",579440
"23344",568797
"23344",562980
"23344",567954
"23344",569528
"23344",579673
"23344",562416
"23344",577057
"23344",560125
"23344",581095
"23344",577552
"23344",564167
"23344",580872
"23344",573338
"23344",565920
"23344",566975
"23344",572856
"23344",579559
"23344",577357
"23344",579458
"23344",578757
"23344",580695
"23344",576657
"23344",580776
"23344",566922
"23344",570791
"23344",573093
"23344",577057
"23344",563690
"23344",578757
"23344",574898
"23344",579668
"23344",580043
"23344",577782
"23344",576190
"23344",564079
"23344",572025
"23344",580103
"23344",569651
"23344",572772
"23344",577050
"23344",563558
"23344",579708
"23344",576658
"23344",573347
"23344",575169
"23344",574684
"23344",580032
"23344",580742
"23344",570862
"23344",564742
"23344",580119
"23344",563944
"23344",580833
"23344",581404
"23344",566123
"23344",575751
"23344",575063
"23344",577258
"23344",579458
"23344",580911
"23344",563556
"23344",575062
"23344",573263
"23344",571240
"23344",579403
"23344",580735
"23344",575330
"23344",571322
"23344",556910
"23344",574484
"23344",560712
"23344",581410
"23344",567881
"23344",579458
"23355",570491
"23355",580777
"23355",577778
"23355",566019
"23355",575887
"23355",574328
"23355",574846
"23355",579279
"23355",579938
"23355",572081
"23355",581407
"23355",580384
"23355",575959
"23355",571081
"23355",580501
"23355",580956
"23355",571475
"23355",576605
"23355",566913
"23355",577107
"23355",576704
"23355",573264
"23355",566019
"23355",567816
"23355",574023
"23355",580295
"23355",581334
"23355",576924
"23355",565116
"23355",564510
"23355",581398
"23355",569726
"23355",573338
"23355",580399
"23355",574009
"23355",565916
"23355",569528
"23355",578293
"23355",578079
"23355",568491
"23355",578324
"23355",569573
"23355",568219
"23355",580358
"23355",576249
"23355",581146
"23355",579516
"23355",580399
"23355",574871
"23355",578121
"23355",573548
"23355",581412
"23355",575070
"23355",581237
"23355",575185
"23355",569037
"23355",573481
"23355",578251
"23355",566606
"23355",575852
"23355",572662
"23355",579946
"23355",574311
"23355",574915
"23355",574962
"23355",566980
"23355",565366
"23355",580734
"23355",570494
"23355",576932
"23355",578081
"23355",573374
"23355",579553
"23355",566048
"23355",580643
"23355",565584
"23355",570964
"23355",576655
"23355",579301
"23355",574700
"23355",577748
"23355",574960
"23355",566043
"23355",572073
"23355",579430
"23355",577728
"23355",572854
"23355",566079
"23355",568712
"23355",568495
"23355",569518
"23355",566195
"23355",581003
"23355",575985
"23355",579399
"23355",578104
"23355",570167
"23355",567429
"23355",579470
"23355",580136
"23355",579749
"23355",577312
"23355",568909
"23355",575517
"23355",581123
"23355",574741
"23355",569367
"23355",576597
"23355",565150
"23355",566194
"23355",579854
"23355",570776
"23355",574324
"23355",574547
"23355",569227
"23355",571442
"23355",579408
"23355",567095
"23355",580759
"23355",568668
"23355",580061
"23355",572746
"23355",575855
"23355",577728
"23355",565920
"23355",568875
"23355",578696
"23355",564379
"23355",577601
"23355",573501
"23355",581114
"23355",579558
"23355",571653
"23355",568170
"23355",573878
"23355",580502
"23355",574033
"23355",580980
"23355",580304
"23355",573380
"23355",579461
"23355",569691
"23355",568376
"23355",581496
"23355",567944
"23355",578030
"23355",575141
"23355",567183
"23355",575637
"23355",570178
"23355",568655
"23355",567128
"23355",573420
"23355",568782
"23355",580058
"23355",570650
"23355",574034
"23355",571214
"23355",579177
"23355",567973
"23355",575706
"23355",570209
"23355",580595
"23355",566605
"23355",571629
"23355",565384
"23355",575647
"23355",580735
"23355",569488
"23355",581567
"23355",575975
"23355",565432
"23355",565312
"23355",567341
"23355",578258
"23355",567184
"23355",564199
"23355",580375
"23355",570818
"23355",577311
"23355",577311
"23355",572660
"23355",569570
"23355",580670
"23355",571828
"23355",581174
"23355",580043
"23355",568564
"23355",566929
"23355",580095
"23355",568060
"23355",565836
"23355",567542
"23355",580963
"23355",573572
"23355",564172
"23355",566073
"23355",569687
"23355",575877
"23355",580939
"23355",566281
"23355",573496
"23355",578125
"23355",568177
"23355",577393
"23355",566219
"23355",566123
"23355",568046
"23355",577333
"23355",566171
"23355",571745
"23355",581164
"23355",578852
"23355",580660
"23355",575070
"23355",569141
"23355",568048
"23355",580712
"23355",565853
"23355",569675
"23355",578923
"23355",567879
"23355",575087
"23355",574025
"23355",580260
"23355",573903
"23355",577793
"23355",564943
"23355",576665
"23355",567818
"23355",576631
"23355",580208
"23355",566922
"23355",578231
"23355",571276
"23355",571502
"23355",576665
"23355",579980
"23355",572045
"23355",575751
"23355",579093
"23355",581516
"23355",580135
"23355",567821
"23355",578937
"23355",575218
"23355",573166
"23355",576624
"23355",566275
"23355",579468
"23355",567372
"23355",573070
"23356",569651
"23356",567616
"23356",576658
"23356",571502
"23356",580611
"23356",571276
"23356",572307
"23356",579938
"23356",578305
"23356",571653
"23356",581146
"23356",568325
"23356",572772
"23356",578814
"23356",575877
"23356",574023
"23356",565432
"23356",568495
"23356",581164
"23356",575694
"23356",579430
"23356",580611
"23356",565116
"23356",577748
"23356",569140
"23356",566219
"23356",564042
"23356",581237
"23356",570209
"23356",578279
"23356",572240
"23356",574328
"23356",578031
"23356",576355
"23356",578251
"23356",579679
"23356",579516
"23356",569249
"23356",569469
"23356",567429
"23356",571475
"23356",581114
"23356",568491
"23356",581173
"23356",571965
"23356",570494
"23356",574311
"23356",566194
"23356",579470
"23356",566079
"23356",567475
"23356",578081
"23356",577097
"23356",577485
"23356",577312
"23356",569100
"23356",575694
"23356",580043
"23356",581400
"23356",576597
"23356",570863
"23356",567816
"23356",575751
"23356",581407
"23356",577773
"23356",578814
"23356",567879
"23356",576624
"23356",579447
"23356",567128
"23356",574547
"23356",566913
"23356",577850
"23356",571442
"23356",574092
"23356",579408
"23356",570197
"23356",573872
"23356",569227
"23356",580272
"23356",578510
"23356",581516
"23356",576658
"23356",580061
"23356",577318
"23356",573151
"23356",572746
"23356",581034
"23356",575852
"23356",573878
"23356",572045
"23356",572066
"23356",576372
"23356",576236
"23356",566605
"23356",575117
"23356",571712
"23356",573572
"23356",569491
"23356",566290
"23356",581164
"23356",569716
"23356",573361
"23356",567183
"23356",580105
"23356",574081
"23356",571281
"23356",575637
"23356",579194
"23356",566275
"23356",568221
"23356",569123
"23356",578258
"23356",565366
"23356",580734
"23356",576665
"23356",572775
"23356",566281
"23356",565150
"23356",580358
"23356",565420
"23356",581567
"23356",577311
"23356",575070
"23356",581452
"23356",581027
"23356",566281
"23356",569037
"23356",572660
"23356",579553
"23356",577524
"23356",574062
"23356",565836
"23356",581398
"23356",578923
"23356",573903
"23356",567542
"23356",579555
"23356",581585
"23356",572913
"23356",566929
"23356",569687
"23356",579267
"23356",571562
"23356",571214
"23356",566123
"23356",578757
"23356",568656
"23356",575656
"23356",580675
"23356",576684
"23356",574871
"23356",574960
"23439",581191
"23439",579408
"23439",573338
"23439",570209
"23439",577782
"23439",574737
"23439",568800
"23439",580670
"23439",566091
"23439",568177
"23439",568868
"23439",571828
"23439",580061
"23439",569140
"23439",580501
"23439",580675
"23439",576078
"23439",573130
"23439",567816
"23439",580997
"23439",576857
"23439",573898
"23439",565116
"23439",580776
"23439",575647
"23439",580615
"23439",579938
"23439",581146
"23439",574960
"23439",570964
"23439",579430
"23439",578030
"23439",567346
"23439",569528
"23439",577778
"23439",569227
"23439",580385
"23439",566557
"23439",572309
"23439",577851
"23439",579399
"23439",580514
"23439",567425
"23439",570693
"23439",575517
"23439",577545
"23439",581104
"23439",580272
"23439",572921
"23439",580402
"23439",567818
"23439",573420
"23439",578155
"23439",580502
"23439",578155
"23439",579470
"23439",578677
"23439",578081
"23439",581452
"23439",574069
"23439",575706
"23439",576889
"23439",580402
"23439",568060
"23439",572210
"23439",574715
"23439",565853
"23439",575975
"23439",580644
"23439",574313
"23439",580643
"23439",578266
"23439",577782
"23439",572127
"23439",575959
"23439",577690
"23439",580309
"23439",574269
"23439",576249
"23439",577057
"23439",577318
"23439",577859
"23439",574898
"23439",578293
"23439",567376
"23439",577728
"23439",575703
"23439",581412
"23439",578251
"23439",575637
"23439",571286
"23439",580162
"23439",573556
"23439",577485
"23439",567429
"23439",577485
"23439",565420
"23439",581471
"23439",580735
"23439",576249
"23439",574741
"23439",570271
"23439",569236
"23439",580659
"23439",580632
"23439",571284
"23439",572669
"23439",581495
"23439",573264
"23439",577404
"23439",573347
"23439",581449
"23439",578121
"23439",581187
"23439",579413
"23439",574311
"23439",579493
"23439",567944
"23439",580660
"23439",577524
"23439",580151
"23439",577315
"23439",573151
"23439",572769
"23439",577331
"23439",577782
"23439",581164
"23439",572278
"23439",574720
"23439",575751
"23439",572307
"23439",568564
"23439",581059
"23439",573898
"23439",573879
"23581",574687
"23581",575583
"23581",580136
"23581",575046
"23581",575745
"23581",578285
"23581",577601
"23581",574756
"23581",580033
"23581",579467
"23581",577050
"23581",578370
"23581",577311
"23581",573288
"23581",574311
"23581",577311
"23581",580695
"23581",581006
"23581",576658
"23581",579559
"23581",578324
"23581",581218
"23581",577311
"23581",573319
"23581",577951
"23581",575141
"23581",579440
"23581",579555
"23581",576179
"23581",581131
"23581",574096
"23581",574009
"23581",573264
"23581",575219
"23581",574368
"23581",573906
"23581",574284
"23581",576657
"23581",578680
"23581",579403
"23581",580879
"23581",577057
"23581",580119
"23581",577633
"23581",573264
"23581",573873
"23581",579461
"23581",573361
"23581",578678
"23581",579301
"23581",577140
"23581",577484
"23581",573269
"23581",579350
"23581",573121
"23581",572657
"23581",572835
"23581",578805
"23581",577057
"23581",575975
"23581",577258
"23581",575063
"23581",580872
"23581",580734
"23581",573138
"23581",577043
"23581",581225
"23581",581123
"23581",573263
"23581",574746
"23581",578293
"23581",580402
"23581",580513
"23581",577552
"23581",575206
"23581",579144
"23581",580103
"23581",577312
"23581",580256
"23581",575169
"23581",573143
"23581",575220
"23581",581216
"23581",575508
"23581",578125
"23581",574059
"23581",581196
"23581",581401
"23581",581579
"23581",579673
"23581",575657
"23581",579393
"23581",574175
"23581",578677
"23581",573873
"23581",575517
"23581",575668
"23581",577107
"23581",572856
"23581",578517
"23581",576323
"23581",581014
"23581",573370
"23581",573130
"23581",574960
"23581",576677
"23581",573338
"23581",581027
"23581",579116
"23581",577106
"23581",573500
"23581",574898
"23581",575706
"23581",580909
"23581",573110
"23581",580722
"23581",577472
"23581",573004
"23581",578928
"23581",580055
"23581",580318
"23581",572871
"23581",578079
"47566",564436
"47566",546778
"47566",564141
"47566",556049
"47566",567334
"47566",549690
"47566",550274
"47566",548740
"47566",555418
"47566",581345
"47566",565432
"47566",563508
"47566",548859
"47566",558458
"47566",556630
"47566",546830
"47566",556845
"47566",558630
"47566",563833
"47566",557430
"47566",552445
"47566",565366
"47566",557257
"47566",580304
"47566",568177
"47566",543292
"47566",564171
"47566",563189
"47566",562205
"47566",573501
"47566",552108
"47566",553220
"47566",563745
"47566",565920
"47566",546555
"47566",539593
"47566",559112
"47566",553942
"47566",579750
"47566",567910
"47566",553577
"47566",565766
"47566",580402
"47566",580294
"47566",555096
"47566",564725
"47566",557801
"47566",562779
"47566",555946
"47566",564174
"47566",557604
"47566",571549
"47566",575070
"47566",557070
"47566",561236
"47566",560364
"47566",556041
"47566",556819
"47566",540023
"47566",569403
"47566",556882
"47566",548984
"47566",552013
"47566",559510
"47566",560244
"47566",569110
"47566",543674
"47566",568060
"47566",552272
"47566",561529
"47566",552456
"47566",574684
"47566",546751
"47566",562162
"47566",558431
"47566",550305
"47566",558481
"47566",549523
"47566",559336
"47566",546522
"47566",541844
"47566",546521
"47566",560504
"47566",548792
"47566",566393
"47566",551273
"47566",568399
"47566",551811
"47566",563912
"47566",561894
"47566",549444
"47566",561070
"47566",565916
"47566",547370
"47566",577089
"47566",555947
"47566",561485
"47566",548708
"47566",556964
"47566",547883
"47566",561395
"47566",551686
"47566",551893
"47566",562939
"47566",549289
"47566",551686
"47566",552560
"47566",564670
"47566",549982
"47566",540413
"47566",546922
"47566",559791
"47566",563944
"47566",541410
"47566",576855
"47566",569236
"47566",551305
"47566",561969
"47566",556279
"47566",565118
"47566",544941
"47566",558740
"47566",548318
"47566",567428
"47566",553655
"47566",564172
"47566",566073
"47566",552880
"47566",580160
"47566",541788
"47566",543232
"47566",551286
"47566",544409
"47566",539477
"47566",551618
"47566",561125
"47566",553158
"47566",575087
"47566",566279
"47566",546003
"47566",559157
"47566",561804
"47566",560254
"47566",547052
"47566",567179
"47566",559824
"47566",551566
"47566",560716
"47566",548757
"47566",553572
"47566",576665
"47566",560183
"47566",554698
"47566",573420
"47566",552955
"47566",557476
"47566",547004
"47566",557144
"47566",547656
"47566",560577
"47566",551696
"47566",556257
"47566",564167
"47566",561321
"47566",569691
"47566",555016
"47566",568156
"47566",560897
"47566",550362
"47566",553315
"47566",558478
"47566",551983
"47566",556244
"47566",561025
"47566",555545
"47566",564222
"47566",562276
"47566",546465
"47566",561389
"47566",579461
"47566",548492
"47566",553845
"47566",555979
"47566",565475
"47566",557326
"47566",550138
"47566",540951
"47566",545690
"47566",557278
"47566",546986
"47566",542631
"47566",573287
"47566",552271
"47566",568156
"47566",546466
"47566",559895
"47566",569536
"47566",560204
"47566",562842
"47566",559811
"47566",560547
"47566",569694
"47566",554635
"47566",572933
"47566",556528
"47566",547246
"47566",560125
"47566",564573
"47566",555015
"47566",565420
"47566",540372
"47566",549281
"47566",554349
"47566",552821
"47566",555631
"47566",558159
"47566",557210
"47566",581417
"47566",546731
"47566",570492
"47566",544810
"47566",541524
"47566",539610
"47566",543647
"47566",560718
"47566",555420
"47566",550890
"47566",563076
"47566",552039
"47566",571846
"47566",563935
"47566",567697
"47566",564355
"47566",557122
"47566",563931
"47566",569555
"47566",554015
"47566",557962
"47566",580673
"47566",567378
"47566",547664
"47566",569246
"47566",557892
"47566",566738
"47566",562426
"47566",571690
"47566",562120
"47566",551152
"47566",555516
"47566",550777
"47566",573901
"47566",550618
"47566",555844
"47566",575504
"47566",566190
"47566",553739
"47566",566867
"47566",578696
"47566",580513
"47566",553686
"47566",568868
"47566",570016
"47566",551650
"47566",552839
"47566",551721
"47566",544657
"47566",547809
"47566",579175
"47566",568706
"47566",543454
"47566",560447
"47566",556484
"47566",575583
"47566",556042
"47566",558196
"47566",567183
"47566",561039
"47566",562878
"47566",554798
"47566",562890
"47566",560894
"47566",554098
"47566",545996
"47566",548860
"47566",552949
"47566",540348
"47566",550994
"47566",553578
"47566",565133
"47566",555570
"47566",556477
"47566",561050
"47566",569672
"47566",551528
"47566",552779
"47566",570776
"47566",547562
"47566",541875
"47566",565117
"47566",566290
"47566",557871
"47566",550008
"47566",554283
"47566",576653
"47566",566600
"47566",563444
"47566",554999
"47566",550779
"47566",555536
"47566",542006
"47566",550447
"47566",548992
"47566",555200
"47566",567792
"47566",572195
"47566",572913
"47566",547209
"47566",550292
"47566",544929
"47566",563248
"47566",564022
"47566",580753
"47566",574328
"47566",556067
"47566",546988
"47566",547567
"47566",571409
"47566",577295
"47566",571544
"47566",564635
"47566",560729
"47566",561867
"47566",556039
"47566",574062
"47566",555940
"47566",552376
"47566",559032
"47566",546479
"47566",547053
"47566",562161
"47566",556067
"47566",575517
"47566",566624
"47566",572475
"47566",559938
"47566",548701
"47566",559989
"47566",555540
"47566",564614
"47566",559171
"47566",569568
"47566",554365
"47566",572066
"47566",539754
"47566",549837
"47566",544191
"47566",551809
"47566",537142
"47566",569132
"47566",556062
"47566",543746
"47566",544042
"47566",542780
"47566",563028
"47566",579196
"47566",554090
"47566",565741
"47566",559684
"47566",580058
"47566",555264
"47566",550768
"47566",559691
"47566",542789
"47566",541511
"47566",548178
"47566",550129
"47566",559016
"47566",567429
"47566",559981
"47566",580696
"47566",550784
"47566",574741
"47566",574700
"47566",543246
"47566",551301
"47566",563723
"47566",558232
"47566",558885
"47566",553159
"47566",567818
"47566",547515
"47566",550189
"47566",554058
"47566",542126
"47566",564356
"47566",546315
"47566",560102
"47566",551527
"47566",563543
"47566",563905
"47566",561085
"47566",537128
"47566",552533
"47566",574284
"47566",578270
"47566",569900
"47566",571301
"47566",562914
"47566",552304
"47566",562593
"47566",554139
"47566",547205
"47566",544177
"47566",577613
"47566",566520
"47566",560445
"47566",549014
"47566",577748
"47566",551346
"47566",549998
"47566",558902
"47566",560580
"47566",558467
"47566",572127
"47566",554079
"47566",542517
"47566",581426
"47566",556876
"47566",554108
"47566",548351
"47566",554915
"47566",556685
"47566",553848
"47566",549597
"47566",558702
"47566",546543
"47566",562102
"47566",549304
"47566",563917
"47566",552664
"47566",560452
"47566",571498
"47566",563551
"47566",549322
"47566",542085
"47566",543468
"47566",555565
"47566",541489
"47566",552061
"47566",558705
"47566",540991
"47566",559925
"47566",548952
"47566",568162
"47591D",544940
"47591D",577174
"47591D",570116
"47591D",572294
"47591D",570693
"47591D",549543
"47591D",550957
"47591D",550829
"47591D",568046
"47591D",574720
"47591D",550457
"47591D",544177
"47591D",551346
"47591D",546429
"47591D",554906
"47591D",579673
"47591D",540033
"47591D",575766
"47591D",574064
"47591D",576339
"47591D",576051
"47591D",540098
"47591D",544942
"47591D",578140
"47591D",580399
"47591D",538167
"47591D",553348
"47591D",578270
"47591D",571212
"47591D",575982
"47591D",551398
"47591D",543232
"47591D",544167
"47591D",547066
"47591D",570108
"47591D",580311
"47591D",563917
"47591D",578155
"47591D",544476
"47591D",544056
"47591D",562348
"47591D",566673
"47591D",569246
"47591D",544297
"47591D",553156
"47591D",544480
"47591D",575937
"47591D",567656
"47591D",538255
"47591D",580727
"47591D",548318
"47591D",575706
"47591D",575837
"47591D",559671
"47591D",550408
"47591D",579516
"47591D",546215
"47591D",563833
"47591D",575199
"47591D",558613
"47591D",545186
"47591D",554424
"47591D",578699
"47591D",578994
"47591D",553189
"47591D",576219
"47591D",539034
"47591D",550823
"47591D",576603
"47591D",554362
"47591D",580907
"47591D",552061
"47591D",544450
"47591D",562444
"47591D",562880
"47591D",576779
"47591D",549196
"47591D",562163
"47591D",559903
"47591D",545349
"47591D",572447
"47591D",560894
"47591D",574700
"47591D",578814
"47591D",552364
"47591D",569815
"47591D",576249
"47591D",578231
"47591D",538866
"47591D",564355
"47591D",577438
"47591D",579126
"47591D",566042
"47591D",572045
"47591D",546255
"47591D",552532
"47591D",560125
"47591D",572669
"47591D",552883
"47591D",570703
"47591D",552039
"47591D",578818
"47591D",554009
"47591D",575943
"47591D",576228
"47591D",565312
"47591D",550637
"47591D",538171
"47591D",564815
"47591D",570115
"47591D",573576
"47591D",580744
"47591D",580119
"47591D",563567
"47591D",558761
"47591D",579089
"47591D",566901
"47591D",555705
"47591D",569568
"47591D",560937
"47591D",565432
"47591D",579399
"47591D",579196
"47591D",546107
"47591D",573579
"48138",536804
"48138",540471
"48138",558196
"48138",551982
"48138",576860
"48138",565846
"48138",544450
"48138",540179
"48138",569143
"48138",566290
"48138",545105
"48138",564042
"48138",568376
"48138",552036
"48138",556887
"48138",550831
"48138",569030
"48138",581471
"48138",551273
"48138",545999
"48138",540396
"48138",557257
"48138",575609
"48138",544189
"48138",577747
"48138",563199
"48138",546218
"48138",549837
"48138",549099
"48138",537608
"48138",569227
"48138",571442
"48138",563444
"48138",563738
"48138",543120
"48138",547378
"48138",548984
"48138",545995
"48138",556768
"48138",580375
"48138",540033
"48138",542422
"48138",548757
"48138",559021
"48138",563589
"48138",579196
"48138",554964
"48138",577312
"48138",541285
"48138",539076
"48138",552550
"48138",546665
"48138",563199
"48138",541489
"48138",566086
"48138",548859
"48138",536637
"48138",571549
"48138",568668
"48138",546118
"48138",581442
"48138",568177
"48138",575887
"48138",571284
"48138",581129
"48138",580402
"48138",543447
"48138",557954
"48138",548657
"48138",553315
"48138",569025
"48138",571180
"48138",544294
"48138",548003
"48138",545233
"48138",563691
"48138",544592
"48138",581495
"48138",574088
"48138",538077
"48138",550200
"48138",563692
"48138",560790
"48138",573143
"48138",560579
"48138",567128
"48138",548218
"48138",556244
"48138",543774
"48138",565230
"48138",548007
"48138",554015
"48138",542265
"48138",545593
"48138",561917
"48138",537446
"48138",570852
"48138",546944
"48138",555400
"48138",541789
"48138",544660
